,Headway,Velocity
5174,2.38,2.56
5175,1.58,2.66
5176,1.08,2.07
5177,1.53,0.91
5178,1.6,1.88
5179,2.05,1.62
5180,0.79,2.38
5181,1.35,0.75
5182,1.7,2.36
5183,1.65,1.61
5184,0.87,2.27
5185,1.55,1.88
5186,1.39,2.86
5187,2.1,2.36
5188,0.8,1.59
5189,2.01,1.13
5190,0.62,1.02
5191,1.06,1.57
5192,1.37,1.63
5193,2.21,2.42
5194,1.09,1.19
5195,0.91,1.08
5196,1.32,3.1
5197,2.32,2.52
5198,2.26,2.26
5199,1.76,1.82
5200,2.15,1.8
5201,1.04,3.12
5202,2.05,3.58
5203,2.45,2.05
5204,2.21,1.29
5205,0.94,2.8
5206,2.38,3.15
5207,2.15,0.58
5208,2.55,1.36
5209,0.44,1.26
5210,1.51,1.67
5211,1.66,0.23
5212,2.28,2.96
5213,1.76,2.43
5214,1.22,0.09
5215,1.06,3.23
5216,1.46,2.37
5217,1.63,1.71
5218,1.18,0.89
5219,2.08,1.09
5220,1.04,0.96
5221,2.58,2.2
5222,0.34,1.45
5223,1.84,2.71
5224,1.15,0.49
5225,0.89,1.52
5226,1.86,1.78
5227,0.77,1.36
5228,1.35,1.9
5229,2.13,2.12
5230,1.87,1.93
5231,2.24,2.22
5232,1.35,2.16
5233,2.17,1.93
5234,0.08,0.12
5235,2.17,0.04
5236,0.64,1.48
5237,2.01,1.28
5238,0.8,1.68
5239,2.02,2.32
5240,0.73,2.27
5241,1.78,1.43
5242,0.44,1.8
5243,3.31,1.29
5244,0.17,1.39
5245,0.44,0.76
5246,0.84,0.48
5247,1.99,2.94
5248,0.72,1.75
5249,2.17,1.69
5250,0.44,2.57
5251,2.7,1.02
5252,0.3,2.17
5253,2.03,0.57
5254,0.56,1.91
5255,1.76,2.24
5256,1.13,0.64
5257,1.78,1.51
5258,1.69,1.43
5259,1.98,1.16
5260,1.17,0.95
5261,1.6,1.63
5262,1.31,1.22
5263,1.3,2.08
5264,1.98,1.39
5265,1.06,3.04
5266,0.08,1.49
5267,2.26,1.33
5268,1.27,2.01
5269,1.91,1.74
5270,2.29,2.06
5271,1.03,0.66
5272,1.29,1.27
5273,1.37,1.4
5274,1.22,1.53
5275,1.31,2.66
5276,1.92,2.07
5277,1.09,2.14
5278,1.04,2.5
5279,1.34,2.0
5280,0.73,2.08
5281,1.99,0.14
5282,2.64,1.51
5283,1.52,1.74
5284,1.61,2.88
5285,2.83,2.33
5286,0.68,1.71
5287,2.04,1.88
5288,1.05,2.23
5289,2.04,2.12
5290,0.88,3.03
5291,0.4,0.82
5292,0.5,2.09
5293,1.96,0.11
5294,3.21,2.23
5295,1.19,0.02
5296,1.57,1.86
5297,2.17,1.5
5298,1.27,2.86
5299,2.52,1.55
5300,1.95,2.1
5301,1.81,2.32
5302,1.15,2.02
5303,1.79,1.71
5304,0.69,1.24
5305,1.08,2.29
5306,2.04,0.6
5307,1.33,2.09
5308,0.89,1.89
5309,0.01,2.62
5310,1.81,1.45
5311,0.73,1.4
5312,2.26,1.57
5313,1.14,2.41
5314,1.12,1.88
5315,1.2,1.51
5316,0.05,2.01
5317,1.33,1.17
5318,0.89,2.18
5319,1.35,2.19
5320,0.96,2.32
5321,0.06,2.33
5322,1.61,2.58
5323,1.7,0.84
5324,1.58,3.3
5325,1.3,2.67
5326,1.92,1.92
5327,1.43,0.59
5328,1.1,2.45
5329,0.53,2.29
5330,1.29,2.41
5331,0.75,2.56
5332,1.78,3.66
5333,2.75,1.6
5334,1.05,0.74
5335,0.45,1.47
5336,2.01,0.82
5337,0.54,1.93
5338,1.37,2.63
5339,1.93,3.27
5340,0.62,2.76
5341,2.23,1.12
5342,1.77,2.61
5343,2.85,1.15
5344,0.89,2.4
5345,2.72,1.7
5346,1.32,2.04
5347,0.76,2.95
5348,2.07,0.84
5349,0.33,0.79
5350,1.48,1.48
5351,0.89,1.63
5352,1.92,1.66
5353,2.57,2.25
5354,0.92,1.19
5355,1.73,1.42
5356,1.7,2.86
5357,1.69,2.28
5358,0.52,0.67
5359,1.33,1.5
5360,1.62,1.21
5361,0.46,2.12
5362,0.66,1.62
5363,2.46,0.92
5364,1.76,2.39
5365,2.02,2.39
5366,1.74,4.05
5367,2.9,1.62
5368,1.14,0.71
5369,1.48,1.44
5370,1.63,3.05
5371,1.75,2.29
5372,1.26,1.34
5373,1.76,2.18
5374,2.28,2.42
5375,2.71,1.15
5376,1.47,2.12
5377,0.98,1.3
5378,1.81,1.73
5379,1.65,2.81
5380,0.54,2.31
5381,1.81,1.99
5382,4.14,1.23
5383,2.68,1.84
5384,1.93,0.5
5385,2.37,2.59
5386,0.73,2.51
5387,0.04,1.18
5388,0.81,2.6
5389,3.05,0.98
5390,2.16,0.69
5391,1.0,3.18
5392,0.7,2.36
5393,1.98,1.0
5394,2.52,0.5
5395,1.02,0.65
5396,1.06,1.06
5397,1.51,1.76
5398,0.81,2.28
5399,2.03,0.54
5400,1.05,2.63
5401,0.21,2.35
5402,0.15,1.25
5403,2.32,3.03
5404,0.48,0.44
5405,1.21,1.01
5406,1.54,1.83
5407,1.03,1.71
5408,2.12,2.15
5409,1.79,2.27
5410,0.12,1.66
5411,1.88,1.79
5412,1.2,0.83
5413,1.04,2.05
5414,0.79,1.73
5415,0.34,2.9
5416,0.48,2.65
5417,3.14,1.56
5418,1.53,0.95
5419,0.78,2.93
5420,0.95,0.81
5421,2.53,1.81
5422,2.52,1.35
5423,1.03,2.69
5424,2.29,2.26
5425,2.12,1.53
5426,1.92,1.7
5427,1.25,2.22
5428,1.28,1.4
5429,2.95,0.56
5430,1.3,2.23
5431,1.2,2.84
5432,1.87,1.82
5433,1.03,2.3
5434,0.99,2.56
5435,2.95,1.44
5436,1.22,1.57
5437,2.72,2.22
5438,1.18,2.0
5439,2.3,1.14
5440,2.18,1.61
5441,1.02,1.84
5442,2.08,3.07
5443,2.35,1.37
5444,2.26,0.95
5445,0.68,0.54
5446,1.09,2.1
5447,1.37,0.97
5448,2.53,1.34
5449,0.58,1.06
5450,1.52,1.22
5451,1.34,1.29
5452,1.04,2.76
5453,1.75,1.02
5454,2.95,1.3
5455,1.59,2.12
5456,1.09,2.74
5457,0.4,2.39
5458,0.74,2.91
5459,2.34,1.8
5460,1.18,3.36
5461,3.17,1.98
5462,1.71,1.38
5463,1.82,0.51
5464,1.72,0.23
5465,2.15,1.73
5466,0.89,2.66
5467,1.12,1.94
5468,1.04,1.01
5469,1.72,1.46
5470,2.19,1.48
5471,0.63,0.2
5472,1.59,2.96
5473,1.23,1.5
5474,0.24,0.74
5475,1.46,1.96
5476,2.03,1.52
5477,0.44,1.61
5478,2.03,0.14
5479,2.56,1.18
5480,0.47,1.2
5481,2.81,1.95
5482,2.14,0.97
5483,2.08,2.99
5484,1.36,0.61
5485,0.54,1.7
5486,0.03,1.37
5487,0.96,1.76
5488,0.79,3.27
5489,1.01,1.92
5490,0.79,2.09
5491,0.88,0.93
5492,1.54,0.9
5493,0.35,1.07
5494,1.26,1.27
5495,2.14,3.54
5496,2.41,2.18
5497,0.53,1.19
5498,0.98,0.8
5499,0.83,1.05
5500,1.36,2.43
5501,1.6,2.23
5502,1.97,0.94
5503,0.63,1.86
5504,0.66,3.01
5505,0.22,2.32
5506,0.02,1.6
5507,1.57,2.18
5508,0.75,3.46
5509,1.97,3.55
5510,1.21,2.55
5511,1.61,1.28
5512,1.36,2.41
5513,1.07,1.95
5514,0.96,2.68
5515,1.68,0.75
5516,0.88,2.32
5517,0.41,2.77
5518,2.28,1.71
5519,1.05,1.87
5520,1.33,3.56
5521,1.01,1.22
5522,2.16,2.04
5523,0.21,1.56
5524,1.02,3.19
5525,1.17,2.93
5526,1.2,3.07
5527,2.14,1.46
5528,2.42,1.27
5529,2.45,1.51
5530,1.53,2.07
5531,0.75,1.34
5532,2.65,0.77
5533,1.78,2.33
5534,2.08,2.38
5535,1.69,2.03
5536,0.66,1.77
5537,2.19,1.65
5538,1.21,1.2
5539,1.66,2.7
5540,2.56,0.1
5541,2.85,1.1
5542,1.51,1.41
5543,0.59,1.33
5544,2.9,2.57
5545,0.97,1.05
5546,1.42,1.64
5547,2.38,1.96
5548,2.13,2.13
5549,1.02,1.32
5550,1.94,1.1
5551,2.07,1.55
5552,0.61,1.87
5553,2.65,2.01
5554,0.14,0.78
5555,1.62,2.97
5556,1.24,1.54
5557,1.99,0.2
5558,0.74,3.12
5559,2.09,1.13
5560,1.2,1.77
5561,1.24,0.94
5562,1.5,0.81
5563,0.43,1.57
5564,0.5,1.9
5565,0.85,2.46
5566,1.39,2.48
5567,1.82,1.56
5568,1.75,0.41
5569,2.28,2.87
5570,0.76,3.33
5571,1.08,2.35
5572,1.82,1.49
5573,0.67,2.11
5574,2.47,1.85
5575,0.86,1.59
5576,1.38,0.85
5577,1.64,1.27
5578,1.2,2.91
5579,1.74,2.33
5580,1.34,2.13
5581,2.89,0.44
5582,0.31,1.31
5583,1.37,1.02
5584,2.34,0.72
5585,1.48,2.42
5586,0.42,1.68
5587,1.04,1.88
5588,1.45,2.01
5589,0.85,1.82
5590,0.42,2.27
5591,2.58,3.14
5592,1.6,2.39
5593,1.0,2.02
5594,1.24,2.82
5595,1.6,2.95
5596,1.89,1.42
5597,1.09,1.58
5598,1.76,2.77
5599,0.71,2.28
5600,1.64,2.98
5601,2.08,1.39
5602,1.24,1.87
5603,1.99,1.49
5604,1.93,2.32
5605,0.5,1.07
5606,1.75,1.13
5607,1.39,2.72
5608,2.1,0.08
5609,1.5,2.82
5610,2.06,2.18
5611,0.4,1.62
5612,0.08,1.78
5613,1.2,2.5
5614,0.74,1.84
5615,1.38,2.38
5616,2.05,2.4
5617,0.52,1.7
5618,1.28,2.28
5619,2.98,1.78
5620,1.6,1.51
5621,1.15,1.6
5622,1.97,1.42
5623,1.29,2.04
5624,1.45,2.62
5625,0.97,1.16
5626,1.08,1.99
5627,2.16,0.63
5628,0.88,1.36
5629,1.18,1.98
5630,0.24,2.02
5631,2.32,2.69
5632,1.86,2.21
5633,1.75,1.9
5634,1.62,1.92
5635,0.25,2.03
5636,2.25,2.59
5637,1.37,2.75
5638,0.82,1.54
5639,0.44,1.38
5640,2.21,1.24
5641,1.42,2.9
5642,1.53,1.25
5643,1.65,1.37
5644,1.4,3.32
5645,2.0,2.39
5646,2.22,0.98
5647,1.82,2.63
5648,2.91,2.86
5649,2.26,2.24
5650,3.05,3.05
5651,0.11,0.91
5652,1.64,2.37
5653,1.38,0.26
5654,0.62,0.9
5655,1.65,0.8
5656,1.62,0.19
5657,1.09,1.16
5658,1.55,1.66
5659,1.27,1.85
5660,0.22,1.2
5661,2.73,3.5
5662,2.04,2.57
5663,1.3,2.64
5664,1.62,2.01
5665,1.8,0.4
5666,1.88,1.61
5667,2.12,1.14
5668,1.7,3.42
5669,0.6,0.36
5670,0.75,1.7
5671,1.35,1.36
5672,1.6,0.79
5673,2.26,2.37
5674,0.31,1.75
5675,1.77,1.05
5676,1.9,0.36
5677,2.51,0.64
5678,0.32,3.49
5679,3.5,1.49
5680,1.39,2.36
5681,1.25,1.65
5682,1.8,1.27
5683,0.28,2.22
5684,1.33,1.35
5685,1.75,2.06
5686,1.95,2.28
5687,1.13,2.51
5688,1.58,0.44
5689,0.99,0.86
5690,0.37,0.26
5691,1.58,1.91
5692,0.4,1.42
5693,1.1,2.21
5694,0.87,2.51
5695,0.1,1.46
5696,2.05,0.21
5697,1.78,1.57
5698,1.57,1.41
5699,0.05,2.62
5700,1.55,1.2
5701,1.92,0.21
5702,0.28,1.54
5703,1.65,2.79
5704,2.0,2.93
5705,0.17,2.32
5706,1.48,1.33
5707,1.71,2.95
5708,2.58,1.61
5709,0.64,1.17
5710,1.52,1.9
5711,1.54,2.53
5712,1.72,2.46
5713,2.26,1.58
5714,2.16,2.35
5715,2.27,2.42
5716,2.88,0.18
5717,1.17,1.11
5718,1.03,1.95
5719,0.12,2.24
5720,2.37,2.14
5721,0.65,1.32
5722,0.71,2.37
5723,1.04,1.5
5724,0.9,0.92
5725,1.86,2.39
5726,2.73,1.59
5727,0.37,1.72
5728,2.52,3.17
5729,0.51,1.41
5730,2.13,1.9
5731,3.26,2.19
5732,1.09,0.86
5733,2.0,1.19
5734,0.98,1.91
5735,1.55,1.86
5736,1.15,1.01
5737,0.91,2.65
5738,0.08,2.77
5739,0.46,3.08
5740,2.46,1.4
5741,2.29,2.63
5742,0.99,0.12
5743,3.58,2.05
5744,0.18,2.12
5745,1.05,3.17
5746,1.32,2.76
5747,2.0,0.57
5748,1.18,2.36
5749,1.88,2.25
5750,1.85,0.54
5751,0.3,2.42
5752,2.75,0.29
5753,0.46,1.21
5754,2.59,1.53
5755,0.45,1.13
5756,1.22,2.04
5757,1.32,1.89
5758,1.39,0.2
5759,2.66,1.67
5760,2.08,1.63
5761,2.2,1.55
5762,1.11,1.14
5763,0.2,1.75
5764,2.37,3.09
5765,1.07,2.48
5766,0.26,3.24
5767,0.51,2.37
5768,1.13,2.86
5769,1.69,0.98
5770,0.54,2.34
5771,1.1,1.94
5772,2.49,2.79
5773,1.1,1.13
5774,0.04,2.75
5775,1.46,1.52
5776,0.71,1.66
5777,3.56,4.5
5778,1.56,2.16
5779,1.5,1.4
5780,1.37,2.4
5781,1.82,0.63
5782,2.68,1.14
5783,0.11,1.77
5784,0.51,2.6
5785,0.68,1.97
5786,1.06,1.23
5787,0.62,2.19
5788,2.34,1.74
5789,2.34,1.35
5790,1.64,1.61
5791,2.05,2.05
5792,1.61,2.08
5793,1.39,1.45
5794,1.02,2.41
5795,1.24,0.59
5796,0.39,1.79
5797,1.47,2.89
5798,1.85,2.61
5799,1.22,2.68
5800,1.51,1.88
5801,1.55,2.0
5802,2.44,1.75
5803,1.87,2.27
5804,2.91,1.87
5805,1.04,1.9
5806,1.12,1.39
5807,2.21,2.11
5808,1.66,2.7
5809,2.04,1.81
5810,0.94,2.7
5811,1.67,1.34
5812,2.98,1.48
5813,0.92,2.93
5814,2.41,1.45
5815,1.8,2.01
5816,0.82,0.54
5817,1.58,0.75
5818,0.61,2.21
5819,1.1,2.51
5820,2.46,2.94
5821,0.8,3.08
5822,2.22,2.24
5823,2.75,2.15
5824,1.16,2.64
5825,1.41,1.33
5826,0.64,2.12
5827,1.96,0.88
5828,1.71,1.76
5829,1.83,2.28
5830,1.62,0.08
5831,1.49,1.63
5832,1.25,1.24
5833,1.38,1.82
5834,2.31,1.1
5835,0.65,1.75
5836,3.04,1.62
5837,2.91,3.14
5838,1.39,2.84
5839,2.13,1.71
5840,1.66,2.78
5841,1.58,2.7
5842,1.5,0.7
5843,2.51,1.12
5844,2.47,1.81
5845,2.03,1.0
5846,1.51,2.48
5847,0.6,1.82
5848,1.27,0.62
5849,1.32,1.82
5850,0.46,2.15
5851,1.93,1.48
5852,1.77,1.65
5853,0.35,1.18
5854,1.73,1.15
5855,1.14,1.47
5856,1.46,1.6
5857,0.82,2.07
5858,0.7,1.82
5859,2.13,2.42
5860,2.13,0.65
5861,0.7,2.89
5862,0.68,0.76
5863,0.56,0.29
5864,1.36,2.32
5865,0.46,0.78
5866,1.61,2.32
5867,0.56,1.89
5868,0.98,1.51
5869,1.37,3.11
5870,1.16,1.66
5871,2.36,0.79
5872,1.1,2.94
5873,2.45,3.4
5874,1.72,1.88
5875,2.77,1.85
5876,0.72,3.03
5877,1.36,1.9
5878,1.68,0.26
5879,1.36,1.38
5880,2.1,0.72
5881,1.34,0.91
5882,1.99,1.2
5883,0.84,1.72
5884,2.82,2.36
5885,1.44,2.06
5886,1.42,2.24
5887,0.41,2.65
5888,2.77,1.08
5889,2.1,2.21
5890,1.65,2.04
5891,1.63,1.74
5892,3.39,1.83
5893,0.22,2.22
5894,2.65,1.64
5895,1.95,0.88
5896,2.23,2.62
5897,0.79,1.74
5898,1.86,1.57
5899,0.37,1.62
5900,1.2,1.74
5901,0.38,1.41
5902,2.33,1.22
5903,0.18,2.03
5904,0.88,2.33
5905,1.39,1.89
5906,1.44,1.41
5907,0.78,2.77
5908,1.69,2.06
5909,0.38,0.62
5910,2.45,2.59
5911,1.35,1.78
5912,1.64,2.78
5913,1.37,3.57
5914,1.11,1.22
5915,1.05,1.1
5916,2.28,0.68
5917,2.21,1.16
5918,1.8,2.47
5919,0.15,2.51
5920,0.02,1.97
5921,0.64,1.49
5922,0.25,2.32
5923,1.3,2.39
5924,1.62,1.52
5925,1.42,1.16
5926,2.25,1.45
5927,0.26,1.68
5928,1.44,2.44
5929,1.53,2.18
5930,2.79,1.79
5931,1.06,1.27
5932,1.71,1.05
5933,2.12,1.39
5934,1.57,2.4
5935,2.36,1.9
5936,1.29,2.62
5937,1.4,1.98
5938,2.54,1.81
5939,1.17,1.44
5940,2.4,2.37
5941,1.27,2.23
5942,2.01,0.01
5943,2.65,1.39
5944,2.51,1.67
5945,1.95,0.36
5946,1.29,2.14
5947,0.55,2.8
5948,1.5,1.29
5949,1.1,1.67
5950,0.04,1.57
5951,0.5,2.1
5952,1.97,3.0
5953,1.39,1.34
5954,2.92,2.61
5955,0.51,1.97
5956,2.15,3.55
5957,0.65,2.26
5958,0.38,1.99
5959,1.73,0.75
5960,2.83,1.31
5961,1.84,1.49
5962,0.75,1.56
5963,2.11,3.34
5964,3.09,0.91
5965,0.33,1.02
5966,1.95,2.68
5967,0.98,2.03
5968,2.61,1.21
5969,2.34,1.13
5970,1.12,2.28
5971,1.9,2.08
5972,1.36,1.37
5973,1.49,2.63
5974,1.55,2.06
5975,1.46,1.2
5976,2.5,1.58
5977,2.97,2.25
5978,1.87,2.8
5979,1.31,0.98
5980,2.26,1.61
5981,2.22,1.8
5982,0.7,3.01
5983,1.0,2.44
5984,1.09,1.74
5985,1.44,2.33
5986,1.87,2.31
5987,0.21,1.28
5988,1.55,1.22
5989,0.12,2.69
5990,0.77,0.16
5991,2.25,1.03
5992,0.34,1.23
5993,0.58,2.79
5994,2.69,1.29
5995,2.31,1.56
5996,2.49,0.76
5997,2.75,1.21
5998,0.7,1.01
5999,1.94,1.79
6000,0.83,1.03
6001,1.95,2.66
6002,0.23,0.66
6003,3.17,1.35
6004,1.83,0.8
6005,1.54,1.98
6006,1.72,2.95
6007,2.12,2.01
6008,1.2,2.39
6009,0.11,1.52
6010,0.27,3.41
6011,1.81,0.49
6012,1.95,1.95
6013,2.13,1.99
6014,1.47,1.83
6015,1.33,2.94
6016,2.03,1.55
6017,1.24,1.78
6018,0.42,1.81
6019,1.29,2.51
6020,3.32,1.71
6021,0.9,1.63
6022,2.84,1.72
6023,2.64,2.34
6024,1.39,2.88
6025,1.17,2.47
6026,1.7,1.82
6027,2.1,1.94
6028,2.19,1.37
6029,2.25,1.24
6030,1.27,2.0
6031,1.68,2.38
6032,1.12,1.55
6033,2.09,1.4
6034,1.89,2.05
6035,0.76,2.79
6036,2.58,1.51
6037,1.88,1.45
6038,1.18,2.25
6039,0.84,2.18
6040,2.0,0.62
6041,2.42,1.52
6042,2.03,1.63
6043,0.94,0.95
6044,1.69,2.25
6045,2.1,2.53
6046,1.25,2.74
6047,1.92,2.24
6048,0.09,1.63
6049,0.5,1.86
6050,1.33,1.72
6051,0.0,1.84
6052,2.47,1.93
6053,1.6,3.07
6054,1.24,1.47
6055,2.01,2.59
6056,2.06,3.43
6057,2.43,1.48
6058,1.43,1.34
6059,1.83,2.22
6060,1.55,2.2
6061,1.72,1.8
6062,2.12,0.8
6063,1.4,2.24
6064,1.58,0.57
6065,1.34,1.75
6066,0.02,1.82
6067,0.95,1.45
6068,1.43,1.27
6069,1.45,1.36
6070,1.77,1.2
6071,1.67,1.27
6072,2.12,1.66
6073,1.25,1.28
6074,1.86,1.72
6075,1.21,2.09
6076,2.01,0.31
6077,1.21,1.72
6078,0.04,2.21
6079,1.55,1.47
6080,1.58,1.27
6081,1.95,1.08
6082,2.55,1.59
6083,1.23,1.91
6084,2.86,1.18
6085,1.35,1.34
6086,1.28,0.57
6087,1.99,2.38
6088,1.8,0.81
6089,1.26,1.78
6090,2.6,1.27
6091,2.22,2.73
6092,1.72,1.32
6093,0.33,0.49
6094,0.7,2.47
6095,0.85,0.77
6096,2.6,2.05
6097,1.19,1.66
6098,2.49,1.45
6099,1.66,1.82
6100,0.84,1.75
6101,2.24,2.59
6102,0.38,2.13
6103,2.49,2.14
6104,1.16,1.58
6105,1.53,1.3
6106,1.49,1.79
6107,1.75,1.4
6108,1.09,0.4
6109,2.86,1.79
6110,2.12,0.86
6111,0.56,0.64
6112,1.84,1.72
6113,0.83,0.29
6114,2.14,2.48
6115,1.77,1.69
6116,1.29,1.05
6117,1.74,2.15
6118,0.86,0.65
6119,1.4,3.01
6120,2.25,1.4
6121,0.96,2.44
6122,0.14,2.34
6123,2.58,0.07
6124,2.1,1.69
6125,0.58,0.22
6126,1.56,1.88
6127,1.85,0.21
6128,1.18,1.05
6129,1.51,1.59
6130,2.15,1.54
6131,1.64,1.52
6132,2.03,2.56
6133,1.61,1.39
6134,1.95,2.38
6135,0.65,1.86
6136,2.11,1.35
6137,1.37,1.53
6138,1.36,1.11
6139,2.24,1.09
6140,1.59,1.56
6141,1.43,1.54
6142,1.37,1.17
6143,0.95,0.71
6144,0.82,1.08
6145,1.44,1.46
6146,0.96,1.68
6147,2.36,2.78
6148,0.17,1.57
6149,0.71,2.49
6150,1.36,2.21
6151,2.67,1.35
6152,1.1,0.98
6153,0.92,1.46
6154,0.69,1.01
6155,2.43,0.55
6156,1.52,1.32
6157,1.69,0.92
6158,0.13,0.53
6159,2.33,3.44
6160,1.95,3.29
6161,1.09,1.71
6162,2.82,2.57
6163,1.08,2.37
6164,1.71,1.14
6165,1.8,2.76
6166,1.29,2.28
6167,1.76,2.48
6168,1.0,0.29
6169,2.15,1.49
6170,2.13,3.3
6171,0.37,1.72
6172,1.51,2.41
6173,1.21,0.95
6174,2.41,2.02
6175,1.5,1.12
6176,2.7,0.03
6177,2.44,1.74
6178,0.96,2.39
6179,0.45,2.53
6180,0.71,1.76
6181,1.91,3.17
6182,1.89,1.4
6183,1.0,2.31
6184,0.72,2.92
6185,0.64,1.78
6186,0.36,0.6
6187,1.27,0.86
6188,3.24,2.82
6189,1.17,2.05
6190,1.76,1.19
6191,1.84,1.97
6192,1.9,0.95
6193,0.72,2.42
6194,2.06,1.54
6195,1.42,1.13
6196,1.21,0.9
6197,2.07,2.27
6198,0.3,0.94
6199,2.51,1.31
6200,2.03,1.56
6201,0.71,0.4
6202,0.41,1.53
6203,0.39,2.58
6204,1.97,0.93
6205,0.31,0.9
6206,1.67,2.36
6207,0.85,1.34
6208,2.73,0.45
6209,0.96,1.64
6210,1.51,0.36
6211,2.13,2.06
6212,1.95,1.19
6213,1.31,1.83
6214,2.01,1.32
6215,0.76,1.29
6216,0.52,2.05
6217,0.97,1.88
6218,1.89,0.45
6219,2.42,1.68
6220,0.6,0.93
6221,1.63,0.5
6222,1.66,2.41
6223,0.76,1.4
6224,1.0,1.87
6225,2.45,2.19
6226,1.12,2.57
6227,1.11,1.03
6228,1.53,0.7
6229,1.86,2.29
6230,1.83,1.59
6231,1.82,1.44
6232,1.63,2.67
6233,1.18,1.79
6234,0.14,2.31
6235,1.97,1.46
6236,1.01,2.23
6237,2.03,3.38
6238,0.84,1.06
6239,0.04,1.78
6240,1.38,1.76
6241,0.4,1.97
6242,0.54,0.86
6243,1.61,1.83
6244,0.09,1.35
6245,1.89,2.52
6246,1.39,2.46
6247,2.25,1.12
6248,1.11,1.01
6249,0.95,0.89
6250,2.02,1.55
6251,1.56,3.57
6252,1.21,2.95
6253,2.11,1.61
6254,2.52,2.24
6255,1.16,1.46
6256,0.17,2.93
6257,0.36,2.5
6258,1.75,2.79
6259,2.21,2.82
6260,0.86,1.31
6261,0.57,1.23
6262,2.11,1.5
6263,1.4,3.34
6264,2.34,1.55
6265,2.43,1.5
6266,1.33,2.02
6267,2.1,1.74
6268,1.49,0.95
6269,0.96,2.29
6270,2.79,2.47
6271,2.1,0.74
6272,1.61,1.78
6273,1.28,1.54
6274,0.56,1.51
6275,2.56,2.07
6276,1.73,0.07
6277,2.13,1.47
6278,0.73,3.33
6279,2.11,1.23
6280,2.47,1.13
6281,2.71,2.52
6282,2.93,2.87
6283,2.24,2.42
6284,1.21,2.8
6285,1.07,1.15
6286,1.13,2.09
6287,2.14,1.65
6288,0.79,1.99
6289,2.45,1.17
6290,0.59,0.57
6291,0.96,2.32
6292,0.28,2.93
6293,2.1,2.33
6294,1.39,3.1
6295,1.94,2.62
6296,0.67,2.39
6297,0.48,1.23
6298,1.17,2.09
6299,2.17,0.87
6300,1.91,3.07
6301,1.49,0.76
6302,2.96,1.37
6303,0.84,2.58
6304,2.58,2.22
6305,1.05,2.14
6306,2.27,1.4
6307,1.99,1.79
6308,2.03,1.92
6309,1.65,1.17
6310,1.21,2.11
6311,1.8,1.16
6312,1.14,1.15
6313,1.81,2.88
6314,1.29,2.19
6315,1.32,1.54
6316,1.16,1.84
6317,2.14,2.42
6318,1.67,1.93
6319,1.73,1.71
6320,0.31,2.34
6321,1.49,2.98
6322,1.16,0.07
6323,2.34,2.67
6324,1.97,2.76
6325,2.02,1.46
6326,2.34,1.2
6327,1.34,1.08
6328,0.66,1.8
6329,0.6,2.42
6330,1.82,2.02
6331,0.05,0.87
6332,1.7,3.26
6333,1.43,2.5
6334,1.68,2.2
6335,1.6,2.66
6336,0.7,1.82
6337,1.12,2.18
6338,0.84,2.07
6339,1.69,1.67
6340,2.22,2.28
6341,1.38,1.2
6342,2.32,1.74
6343,2.36,1.03
6344,2.46,2.4
6345,1.05,1.98
6346,1.51,1.15
6347,1.18,1.88
6348,0.68,2.37
6349,2.98,2.22
6350,2.93,2.11
6351,2.74,2.09
6352,0.03,2.22
6353,1.77,2.63
6354,1.14,1.03
6355,0.96,2.34
6356,1.72,1.5
6357,1.21,2.22
6358,3.02,1.51
6359,0.82,2.81
6360,1.52,2.06
6361,2.31,2.04
6362,2.02,1.55
6363,2.19,2.9
6364,1.28,2.23
6365,1.38,1.5
6366,1.51,0.59
6367,1.65,2.48
6368,2.11,2.5
6369,1.53,1.28
6370,1.02,0.93
6371,1.53,1.43
6372,1.3,1.63
6373,1.64,0.66
6374,1.81,0.17
6375,3.12,2.75
6376,1.48,3.19
6377,0.5,1.26
6378,0.89,2.56
6379,3.02,0.67
6380,0.7,2.96
6381,1.32,1.1
6382,0.22,2.52
6383,1.48,0.66
6384,0.69,0.32
6385,1.51,0.86
6386,2.32,1.8
6387,0.32,1.41
6388,1.33,2.16
6389,1.16,1.5
6390,1.59,1.76
6391,2.1,1.08
6392,0.71,1.69
6393,1.7,1.25
6394,1.04,2.67
6395,2.33,2.56
6396,1.76,2.78
6397,0.97,1.13
6398,3.0,3.3
6399,1.6,2.31
6400,1.5,1.17
6401,1.48,2.1
6402,1.15,1.64
6403,2.81,1.69
6404,1.08,3.15
6405,1.28,0.61
6406,0.87,1.96
6407,1.31,1.78
6408,1.47,1.92
6409,2.5,0.66
6410,0.35,2.51
6411,1.3,2.27
6412,1.2,1.47
6413,1.77,1.39
6414,0.84,3.15
6415,2.11,0.64
6416,0.18,2.86
6417,0.7,2.53
6418,2.0,1.8
6419,0.41,1.6
6420,1.39,2.22
6421,1.58,2.27
6422,2.06,1.7
6423,2.23,2.94
6424,1.93,1.66
6425,1.83,2.28
6426,1.91,2.01
6427,3.27,0.64
6428,1.69,1.95
6429,1.55,2.59
6430,2.17,0.88
6431,0.58,1.96
6432,1.28,1.44
6433,2.85,2.32
6434,3.2,1.49
6435,1.2,1.31
6436,0.66,2.29
6437,1.93,1.4
6438,1.65,1.1
6439,1.49,1.01
6440,1.75,2.37
6441,2.4,2.48
6442,2.49,2.53
6443,0.99,2.41
6444,0.95,1.27
